"Entity","Code","Year","Homicide rate per 100,000 population - Both Sexes - All ages","Homicide rate per 100,000 population - Both Sexes - Age 15-49","Homicide rate per 100,000 population - Both Sexes - Age 50-69","Homicide rate per 100,000 population - Both Sexes - Age 70+","Homicide rate per 100,000 population - Both Sexes - Age 0-4","Homicide rate per 100,000 population - Both Sexes - Age 5-14"
"Costa Rica","CRI",2015,10.739188,16.503801,7.4090037,4.3627005,1.1067241,1.2091752
"Costa Rica","CRI",2016,10.588615,16.967499,5.8709564,2.7891376,0.8377665,1.2159549
"Costa Rica","CRI",2017,11.046104,17.889761,5.4900737,5.342487,1.1286905,0.40669364
"Costa Rica","CRI",2018,11.339004,17.460272,7.8169837,6.074654,0.5703872,0.9508725
"Costa Rica","CRI",2019,10.698124,17.186998,6.228533,3.6735556,1.447333,0.27221033
"Costa Rica","CRI",2020,10.052006,16.40814,5.0094147,4.9928336,0.29603142,0.40930542
"Croatia","HRV",1985,2.4114225,2.327559,2.627911,5.5178065,2.1303856,0.6053452
"Croatia","HRV",1986,2.3995364,2.4085128,3.2083917,2.9657829,2.1623225,0.7505062
"Croatia","HRV",1987,2.472582,2.7367415,3.201317,3.0650232,1.2593586,0.4487464
"Croatia","HRV",1988,2.0087252,2.1530085,2.8554118,1.9968678,1.9317575,0
"Croatia","HRV",1989,2.2116752,2.6068068,2.5490448,2.569307,0.99283177,0.2997139
"Croatia","HRV",1990,2.8091164,3.0645363,4.629484,1.1205549,1.0216662,0
"Croatia","HRV",1991,3.7928305,4.6792126,4.805806,2.4617674,1.4051802,0.4571359
"Croatia","HRV",1992,5.1116924,5.5868382,7.096996,4.535341,2.1980357,0.6187267
"Croatia","HRV",1993,4.762073,6.3331623,5.3603945,2.0722704,1.9008805,0.62807953
"Croatia","HRV",1994,3.288102,4.4488516,2.651969,3.2623153,1.939172,0.47866052
"Croatia","HRV",1995,3.293939,4.3950505,3.041651,2.9241333,1.1835487,0.48889476
"Croatia","HRV",1996,2.849872,3.565888,2.8961346,3.3318815,0,0.16754179
"Croatia","HRV",1997,2.6585941,3.1452596,3.0116386,2.8027756,0.77884954,0.51908416
"Croatia","HRV",1998,3.1699195,4.0069127,2.9484038,2.9859385,1.548527,0.7143737
"Croatia","HRV",1999,2.7898724,3.192122,3.627718,2.7090054,0.781925,0.36721033
"Croatia","HRV",2000,2.5159411,3.2430003,2.6330786,1.7707107,0.8014522,0.37544656
"Croatia","HRV",2001,1.9404826,1.9349114,2.938191,1.9398768,1.2467947,0
"Croatia","HRV",2002,1.4990253,1.7725701,1.7058086,1.8834047,0.43342203,0
"Croatia","HRV",2003,1.6162795,1.9282596,1.8901644,1.6300749,0.45051944,0.1952511
"Croatia","HRV",2004,1.8460015,2.458329,1.8815649,1.7852361,0,0
"Croatia","HRV",2005,1.3306973,1.6878848,1.4941778,1.1605415,0.46990934,0
"Croatia","HRV",2006,1.8304988,2.2742767,2.5944278,0.7558979,0.471992,0
"Croatia","HRV",2007,1.5399798,1.7235634,1.6560922,2.2190661,0.47192073,0.20951974
"Croatia","HRV",2008,1.7698327,1.9842595,2.466409,1.271636,0.46791506,0
"Croatia","HRV",2009,1.3188783,1.4191699,1.1782161,1.9671768,0,1.087647
"Croatia","HRV",2010,1.345519,1.1876038,1.7985531,1.5869154,1.3783598,0.6651722
"Croatia","HRV",2011,1.1445079,1.4008454,0.8925057,1.9146185,0,0.22670186
"Croatia","HRV",2012,1.2296884,1.4671324,1.5958678,0.86058813,0.46353808,0
"Croatia","HRV",2013,1.0953195,0.9725784,1.4094508,1.7077931,0.4699955,0.23709549
"Croatia","HRV",2014,0.89020777,0.7775735,1.223604,1.1929046,0.9635443,0
"Croatia","HRV",2015,0.87313354,0.8412154,1.3841656,0.6862947,0,0.24234024
"Croatia","HRV",2016,1.2122214,1.0148678,1.4601262,2.0623164,1.0205019,0.24423125
"Croatia","HRV",2017,1.2231462,1.0316118,1.888694,0.8514479,1.5680126,0.49103373
"Croatia","HRV",2019,0.7789633,0.8399564,0.8665511,0.83056617,0.54095286,0.24808724
"Cuba","CUB",1964,5.810102,10.137557,3.720606,4.9164453,0.9364858,0.6305
"Cuba","CUB",1968,3.7510793,6.1729927,2.773044,4.0533056,1.4157432,0.6653615
"Cuba","CUB",1969,3.4758856,6.3981614,1.4063461,3.4822276,0.62916774,0.4943992
"Cuba","CUB",1970,3.9835808,6.6347003,3.4591782,2.5074492,1.0243173,0.76549786
"Cuba","CUB",1971,4.3314695,7.5131626,2.976398,3.5585501,1.2659299,0.51075846
"Cuba","CUB",1972,3.5853932,5.8025875,3.1788683,2.5843418,1.8412609,0.45158836
"Cuba","CUB",1973,3.6703575,5.5822835,2.721331,2.4074507,2.7031145,0.9672919
"Cuba","CUB",1974,3.6727881,6.098783,1.9527595,3.8479545,2.539775,0.4292787
"Cuba","CUB",1975,3.9459267,6.591834,2.810719,4.195699,2.033275,0.33691362
"Cuba","CUB",1976,3.6583548,6.0351706,2.9336534,4.2120986,1.2149204,0.45708132
"Cuba","CUB",1977,3.8416212,6.267036,2.819507,2.9021068,2.7973397,0.28922406
"Cuba","CUB",1992,6.2408834,8.89975,4.4987264,3.4411347,2.1438863,0.8600802
"Cuba","CUB",1993,7.396212,10.750422,5.126065,3.546843,1.8580475,1.0425022
"Cuba","CUB",1994,8.270587,12.585231,4.821598,4.096868,1.0896715,0.6360433
"Cuba","CUB",1995,7.7885437,11.7523,4.4679513,4.1649375,2.1558065,0.61880577
"Cuba","CUB",1996,6.6658797,10.151913,4.188958,3.4957294,1.1892272,0.3623696
"Cuba","CUB",1997,6.7937937,10.503332,3.8665617,2.7071118,1.4949857,0.53704894
"Cuba","CUB",1998,7.4125056,11.266615,5.22853,3.4807403,0.69027025,0.47795263
"Cuba","CUB",1999,5.498897,8.142233,3.8950095,2.8530514,1.6662686,0.4821746
"Cuba","CUB",2000,5.28226,7.7513394,3.9091754,2.6486943,1.6671993,0.6111614
"Cuba","CUB",2001,5.427163,8.399095,3.0177276,2.9709582,1.3897556,0.24861768
"Cuba","CUB",2002,5.912395,9.341441,3.1501381,2.3971105,1.1173606,0.31615835
"Cuba","CUB",2003,5.727445,8.738654,3.0853872,4.073581,1.5564378,0.32164332
"Cuba","CUB",2004,5.875211,9.051875,3.6398203,2.0574763,1.1539716,0.59006643
"Cuba","CUB",2005,6.0793166,9.311399,3.8086197,2.4914489,1.033099,0.5354484
"Cuba","CUB",2006,5.1150713,7.7044954,3.4773426,1.9711196,1.5157853,0.27293953
"Cuba","CUB",2007,5.042781,7.491669,3.747603,1.9220289,0.93681055,0.4156774
"Cuba","CUB",2008,4.572346,6.5513,3.7438293,2.0932095,1.1235865,0.49051106
"Cuba","CUB",2009,5.015848,7.6206713,3.074103,2.358928,0.81731,0.42481756
"Cuba","CUB",2010,4.4813967,6.657404,2.8465135,3.0187893,0.98432463,0.28710037
"Cuba","CUB",2011,4.7349005,6.951003,3.5424533,3.0343704,0.32415226,0.29286158
"Cuba","CUB",2012,5.4995456,7.909488,4.42578,3.9400403,0.47813794,0.29968518
"Cuba","CUB",2013,5.960066,8.872774,4.7141743,2.4954267,1.2627916,0.38275608
"Cuba","CUB",2014,5.2986484,8.041043,3.8619442,2.2479908,1.2632862,0.46773013
"Cuba","CUB",2015,5.461035,8.178779,4.5093846,2.3793552,1.1132475,0.15821157
"Cuba","CUB",2016,5.0442214,7.207146,4.3354383,2.7735329,1.1308982,0.8796812
"Cuba","CUB",2017,4.5513263,7.0628376,3.31142,2.0110977,1.1547382,0.32302114
"Cuba","CUB",2018,4.3330393,6.3203487,4.014378,2.308164,0.8383143,0
"Cuba","CUB",2019,4.442565,6.2351446,4.355734,2.7650025,0.8534244,0.24566261
"Cyprus","CYP",1999,0,0,0,0,0,0
"Cyprus","CYP",2000,0.52821577,0.7852946,0.60896146,0,0,0
"Cyprus","CYP",2004,1.1097172,1.0822492,1.6166494,1.4242377,0,0
"Cyprus","CYP",2005,1.5281944,1.7626332,2.0905523,0,0,0
"Cyprus","CYP",2006,1.502187,2.0667706,0.5065856,1.3531799,0,0
"Cyprus","CYP",2007,1.1580341,1.5157589,0.98141205,0,0,0
"Cyprus","CYP",2008,0.9284432,0.98949975,0.47523096,1.2711972,1.624669,0
"Cyprus","CYP",2009,1.7172594,1.6175262,2.7629907,1.22534,0,0
"Cyprus","CYP",2010,0.39583746,0.47673228,0.44668782,0,0,0
"Cyprus","CYP",2011,2.1446288,2.9845214,0.869448,0,1.5852634,0
"Cyprus","CYP",2012,1.8282795,2.188047,1.6983263,0,1.5520239,0
"Cyprus","CYP",2013,1.1496097,1.2463311,1.2460438,1.0633547,0,0
"Cyprus","CYP",2014,0.86140335,0.6217813,0.8135472,2.0556674,0,0.80310965
"Cyprus","CYP",2015,1.243922,1.3968215,0.79735595,1.9843829,0,0
"Cyprus","CYP",2016,0.9487685,0.93027294,1.1729242,0.95722175,0,0
"Cyprus","CYP",2017,0.84359956,0.9298289,0.76713884,0.9228157,0,0
"Cyprus","CYP",2018,1.2985451,0.619933,1.8820058,1.7793119,2.9791164,0.77886474
"Czechia","CZE",1986,1.0662584,1.1021079,0.88476914,1.9232488,1.6178303,0.5250973
"Czechia","CZE",1987,1.0370622,1.4499913,0.5355832,1.0626465,1.4943506,0.23562635
"Czechia","CZE",1988,0.8235232,0.96258587,0.8185808,1.1097903,1.0582923,0.18023214
"Czechia","CZE",1989,0.9977049,1.1638311,0.86151606,1.6462969,1.0696168,0.30946723
"Czechia","CZE",1990,1.9086105,2.184759,1.9646102,3.0405033,1.6998892,0.4487608
"Czechia","CZE",1991,1.7661091,2.0671375,1.3946323,3.4919598,1.5565438,0.3982279
"Czechia","CZE",1992,1.9489517,2.3303194,1.5913792,3.1660483,1.8850763,0.41142896
"Czechia","CZE",1993,2.1505709,2.725495,1.6353874,2.3738844,2.5485094,0.4247027
"Czechia","CZE",1994,2.2757497,2.7506533,2.1005795,2.3184884,2.447593,0.58367276
"Czechia","CZE",1995,1.7929727,2.0394704,1.7988421,2.1588702,1.8782101,0.52241886
"Czechia","CZE",1996,1.6986619,2.2294126,1.4458618,2.118845,0.18171708,0.3025723
"Czechia","CZE",1997,1.633095,1.9999835,1.777708,1.7523204,0.5811588,0.22973067
"Czechia","CZE",1998,1.6351632,2.2010834,1.336818,1.3995454,0.41153026,0.4653782
"Czechia","CZE",1999,1.4716871,1.8540658,1.3544275,1.2703494,1.5136968,0.23666622
"Czechia","CZE",2000,1.5028381,1.9597039,1.3295249,1.0395248,1.7781571,0.1619074
"Czechia","CZE",2001,1.3171667,1.5679954,1.2199498,1.632673,0.67238945,0.41758502
"Czechia","CZE",2002,1.3104271,1.5352623,1.5670239,1.2055479,0.6695009,0.08629155
"Czechia","CZE",2003,1.3584129,1.5584029,1.4157901,1.7887683,0.6633822,0.17860572
"Czechia","CZE",2004,1.2105931,1.2917176,1.428695,1.4786965,0.65361613,0.277537
"Czechia","CZE",2005,0.9352411,1.0428594,1.1679219,1.0771831,0.21273065,0
"Czechia","CZE",2006,1.0299196,1.2374426,1.1844996,0.9736368,0.20642178,0
"Czechia","CZE",2007,1.0548953,1.2970257,0.976634,0.67694527,1.1909181,0.3086131
"Czechia","CZE",2008,0.75993943,1.084471,0.66740453,0.38347456,0.18886846,0
"Czechia","CZE",2009,0.87125224,1.1035794,0.8462758,0.66381544,0.5396567,0.107724376
"Czechia","CZE",2010,0.8299792,0.8723821,0.9898562,1.1197842,0.34536588,0.10775165
"Czechia","CZE",2011,0.8383766,0.7979822,1.2077833,0.8222272,0.5081886,0.21248972
"Czechia","CZE",2012,0.8753175,0.84215,1.1699349,1.0723181,0.5117576,0.20733875
"Czechia","CZE",2013,0.87508446,0.9291437,1.02296,0.8695335,0.8710771,0.20101978
"Czechia","CZE",2014,0.75097114,0.83993614,0.8027158,0.9257428,0.53473264,0.09738625
"Czechia","CZE",2015,0.8451902,0.76797605,1.2386022,1.0624839,0.54397887,0.09472747
"Czechia","CZE",2016,0.5028405,0.59139305,0.43870088,0.5537155,0.54797125,0.18571861
"Czechia","CZE",2017,0.625554,0.63726336,0.77513427,0.6834175,0.7284475,0.09161436
"Czechia","CZE",2018,0.53005046,0.6006856,0.6337835,0.43866128,0.54248565,0.090606876
"Czechia","CZE",2019,0.7371942,0.7096629,0.97646093,0.8500703,0.71794856,0.17946862
"Czechia","CZE",2020,0.60452896,0.6105074,0.905619,0.41386333,0.35929155,0.26683792
"Denmark","DNK",1951,1.0230287,0.47320276,0.49435204,0.82711273,3.6860018,1.7846503
"Denmark","DNK",1952,0.85415375,0.521006,0.121271215,0.4024809,2.5544415,1.8544815
"Denmark","DNK",1953,1.2600923,1.0898459,0.23806775,1.5681478,2.0967438,2.3214304
"Denmark","DNK",1954,0.75032204,0.47383395,0.46774817,0.38136208,2.6540334,1.0130186
"Denmark","DNK",1955,0.541671,0.52092755,0.344826,0.3698006,0.80257463,0.7493649
"Denmark","DNK",1956,0.9861403,0.6623328,0.67765754,0,2.953718,1.6064832
"Denmark","DNK",1957,0.53452533,0.28303167,0.44375613,0.6992934,1.345037,0.8620605
"Denmark","DNK",1958,0.5310612,0.37532255,0.32672906,0,1.3525723,0.9886002
"Denmark","DNK",1959,0.48353502,0.4657482,0.5341298,0,0.54442215,0.62402415
"Denmark","DNK",1960,0.5020204,0.46129483,0.104842134,0.32660526,1.6379077,0.6348376
"Denmark","DNK",1961,0.3900671,0.31938386,0.41215315,0.6393821,1.0911045,0.12956707
"Denmark","DNK",1962,0.49501777,0.36128798,0.20272154,0.6260173,1.0848987,0.9247712
"Denmark","DNK",1963,0.79030406,0.71665454,0.19973715,1.8392327,2.4025948,0.53613263
"Denmark","DNK",1964,0.42384133,0.31153217,0,0.8993021,1.824575,0.4054443
"Denmark","DNK",1965,0.58861566,0.7076083,0.1954379,0.29284292,1.0162344,0.67864245
"Denmark","DNK",1966,0.5211873,0.26371217,0.6791257,0.85870814,2.2242873,0
"Denmark","DNK",1967,0.47559094,0.4369079,0.28922185,0.5592419,1.454877,0.27077413
"Denmark","DNK",1968,0.57533115,0.52106154,0.670552,0,0.9742743,0.6728995
"Denmark","DNK",1969,0.653817,0.7767295,0.38095927,0.26514158,0.24918765,1.066233
"Denmark","DNK",1970,0.67006296,0.77293295,0.5670284,0.7746533,1.0281032,0.2632646
"Denmark","DNK",1971,0.9694633,1.0268025,1.0293515,1.0050579,0.53170276,0.907481
"Denmark","DNK",1972,0.58241665,0.46828777,0.6514094,0.4892751,0.8169267,0.76774645
"Denmark","DNK",1973,0.9184899,0.9738096,0.7420799,0.2384933,2.200317,0.76356375
"Denmark","DNK",1974,0.73449475,0.8846247,0.8320021,0.46581176,0.27568182,0.5089946
"Denmark","DNK",1975,0.57346994,0.7956959,0.46138144,0,0.27541155,0.5103128
"Denmark","DNK",1976,0.68942237,0.74858737,0.6461027,0.2223408,1.3931419,0.5114017
"Denmark","DNK",1977,0.68728054,0.86658293,0.46240765,0.65149266,0.57450134,0.5119096
"Denmark","DNK",1978,0.52864957,0.69520044,0.27835253,0.42322668,0.29675615,0.515274
"Denmark","DNK",1979,0.9768402,1.0522695,0.7465082,1.0330834,2.144332,0.5218655
"Denmark","DNK",1980,1.3074197,1.3610399,1.127525,1.6175079,2.2323208,0.7948431
"Denmark","DNK",1981,1.3658127,1.543155,1.1352456,0.99140257,1.6648132,1.2195402
"Denmark","DNK",1982,0.9758894,1.3699777,0.66701543,0.3889038,0.34540167,0.6960095
"Denmark","DNK",1983,1.1521211,1.5139722,0.7680322,0.5727267,0.71592724,0.99496126
"Denmark","DNK",1984,1.0160072,1.2729654,0.7732106,0.56398505,1.4797277,0.57799375
"Denmark","DNK",1985,1.446009,1.8798363,1.3590558,0.55757934,0.7543953,0.8829203
"Denmark","DNK",1986,1.1914655,1.4110903,0.87611705,0.36828953,2.6458125,0.9057944
"Denmark","DNK",1987,1.0539995,1.3263775,0.5847207,1.460203,1.1215457,0.31188548
"Denmark","DNK",1988,1.1117243,1.3944205,0.58462155,0.9050707,1.8293308,0.6445344
"Denmark","DNK",1989,1.2077551,1.4628762,0.6810114,1.2586849,1.4182385,0.8307069
"Denmark","DNK",1990,0.99162954,1.2322081,0.971891,0.53491384,1.7135435,0
"Denmark","DNK",1991,1.3767918,1.7490494,1.262809,0.8810324,0.9947906,0.52391404
"Denmark","DNK",1992,1.333666,1.5996602,0.9640636,1.5747783,1.9215373,0.17656614
"Denmark","DNK",1993,1.2133391,1.5285738,0.95036167,0.34918883,1.2392226,1.0642694
"Denmark","DNK",1994,1.3433473,2.0218472,0.6531118,0.52237236,1.8087598,0
"Denmark","DNK",1995,1.2039595,1.6586673,0.9114948,0.6957308,0.8843714,0.35013086
"Denmark","DNK",1996,1.1221353,1.5972533,0.7102607,0.8704614,0.87183195,0.17193061
"Denmark","DNK",1997,1.2121929,1.7656174,1.2109009,0.17418174,0.28926563,0.3355232
"Denmark","DNK",1998,0.9623016,1.3541019,0.42297533,0.69642246,0.87006706,0.6525445
"Denmark","DNK",1999,1.1091044,1.9075916,0.49823996,0.34847575,0.29225153,0.15852031
"Denmark","DNK",2000,1.2547861,1.5650206,1.0611457,1.221551,1.4757055,0.3087225
"Denmark","DNK",2001,0.91437334,1.1390394,0.7231303,1.0480478,0.5952753,0.45338657
"Denmark","DNK",2002,0.9298489,1.3394812,1.1082368,0.17501213,0.30031562,0
"Denmark","DNK",2003,1.1310349,1.1060641,1.4030001,0.52586097,2.4209998,0.58740944
"Denmark","DNK",2004,0.64685774,1.0682675,0.30717152,0.7001661,0,0
"Denmark","DNK",2005,1.0129812,1.2271785,0.9846873,0.87058115,0.91707784,0.4357153
"Denmark","DNK",2006,0.6605413,1.2273189,0.29902136,0.17279842,0,0
"Denmark","DNK",2007,0.8406024,0.94932204,0.8128495,1.0264833,0.6125893,0.4364684
"Denmark","DNK",2008,0.8002666,1.1448269,0.7315155,0.50667375,0.6114114,0
"Denmark","DNK",2009,0.77840525,1.0628904,0.94220585,0.16644585,0.3061062,0.14727736
"Denmark","DNK",2010,0.75696075,0.90258306,0.86179346,0.32742387,0.3073849,0.5934639
"Denmark","DNK",2011,0.7715829,1.0177635,0.569005,0.64205456,0.62157744,0.44731387
"Denmark","DNK",2012,0.3216397,0.46884707,0.21164812,0.31269395,0,0.14950834
"Denmark","DNK",2013,0.35588166,0.5466405,0.28023213,0.1512905,0.32486308,0
"Denmark","DNK",2014,0.67292315,0.7813693,0.69617766,0.7280585,0.9991141,0
"Denmark","DNK",2015,0.5811927,0.8212608,0.62351656,0.279123,0.33927518,0
"Denmark","DNK",2016,0.7002229,0.8620558,0.68946975,0.5345485,0.6824005,0.30163684
"Denmark","DNK",2017,0.80072564,1.0205348,0.48070848,0.64154464,1.6937153,0.45534575
"Denmark","DNK",2018,0.5022446,0.58847713,0.5479651,0.24826832,0.33447838,0.4592514
"Dominica","DMA",1961,0,0,0,0,0,0
"Dominica","DMA",1962,0,0,0,0,0,0
"Dominica","DMA",1967,1.5201958,0,13.320901,0,0,0
"Dominica","DMA",1968,2.9902966,0,26.312326,0,0,0
"Dominica","DMA",1969,0,0,0,0,0,0
"Dominica","DMA",1970,0,0,0,0,0,0
"Dominica","DMA",1971,0,0,0,0,0,0
"Dominica","DMA",1972,0,0,0,0,0,0
"Dominica","DMA",1973,1.4214237,0,12.547051,0,0,0
"Dominica","DMA",1974,4.2348957,7.1792665,12.468828,0,0,0
"Dominica","DMA",1975,0,0,0,0,0,0
"Dominica","DMA",1976,1.3934175,3.415184,0,0,0,0
"Dominica","DMA",1977,0,0,0,0,0,0
"Dominica","DMA",1978,2.7586968,0,12.288032,0,0,0
"Dominica","DMA",1979,2.7477057,6.424464,0,0,0,0
"Dominica","DMA",1980,0,0,0,0,0,0
"Dominica","DMA",1981,5.483283,6.178942,0,0,0,4.820206
"Dominica","DMA",1982,1.3764625,0,12.090437,0,0,0
"Dominica","DMA",1983,0,0,0,0,0,0
"Dominica","DMA",1984,1.3897189,2.9283435,0,0,0,0
"Dominica","DMA",1985,1.3963945,2.90141,0,0,0,0
"Dominica","DMA",1986,4.211531,8.659258,0,0,0,0
"Dominica","DMA",1987,0,0,0,0,0,0
"Dominica","DMA",1988,0,0,0,0,0,0
"Dominica","DMA",1989,0,0,0,0,0,0
"Dominica","DMA",1990,0,0,0,0,0,0
"Dominica","DMA",1991,0,0,0,0,0,0
"Dominica","DMA",1992,5.7857814,11.870845,0,0,0,0
"Dominica","DMA",1993,4.3355107,2.9537735,12.072921,0,0,0
"Dominica","DMA",1994,1.44469,2.943081,0,0,0,0
"Dominica","DMA",1995,5.7783427,11.737778,0,0,0,0
"Dominica","DMA",1996,0,0,0,0,0,0
"Dominica","DMA",1997,5.7890472,8.779888,0,0,0,6.900835
"Dominica","DMA",1998,1.4501791,2.9247463,0,0,0,0
"Dominica","DMA",1999,7.2766433,14.63015,0,0,0,0
"Dominica","DMA",2000,1.4627367,0,10.9349375,0,0,0
"Dominica","DMA",2001,1.4668994,2.9256876,0,0,0,0
"Dominica","DMA",2002,14.645363,20.318123,0,63.091484,0,0
"Dominica","DMA",2003,10.225397,17.268671,0,0,0,7.4096026
"Dominica","DMA",2004,5.831669,8.576084,0,0,0,7.55915
"Dominica","DMA",2005,0,0,0,0,0,0
"Dominica","DMA",2006,2.9086256,2.831177,0,0,0,0
"Dominica","DMA",2007,2.9074416,5.6409535,0,0,0,0
"Dominica","DMA",2008,0,0,0,0,0,0
"Dominica","DMA",2009,2.9067655,5.6222415,0,0,0,0
"Dominica","DMA",2010,23.264267,30.970213,26.096033,0,19.984013,8.911068
"Dominica","DMA",2011,7.271881,8.428387,16.956337,0,0,0
"Dominica","DMA",2012,11.609682,16.703321,8.298756,18.889309,0,0
"Dominica","DMA",2013,20.337309,22.24694,32.328457,38.550503,0,0
"Dominica","DMA",2014,11.529371,10.909884,23.805744,20.678246,0,0
"Dominica","DMA",2015,15.708227,24.063528,15.540015,0,0,0
"Dominican Republic","DOM",1965,4.804056,9.03317,7.984669,9.154491,0,0.17529006
"Dominican Republic","DOM",1966,5.3866878,9.587416,7.061673,28.461647,0.64726007,1.0122653
"Dominican Republic","DOM",1967,5.2022114,9.506123,8.577654,10.3567915,0.63708633,0.32560855
"Dominican Republic","DOM",1968,4.838982,8.745865,7.665619,13.394726,0.12576798,0.78775144
"Dominican Republic","DOM",1969,2.8671966,5.453356,4.5304804,3.247755,0.24882028,0.07644337
"Dominican Republic","DOM",1970,8.801477,15.281923,14.804502,13.845728,0.61547095,0.7439967
"Dominican Republic","DOM",1971,6.469823,11.473771,9.479253,12.726604,0.85344,0.21781462
"Dominican Republic","DOM",1972,4.196094,6.991925,8.27015,12.985158,0.48345438,0.21306379
"Dominican Republic","DOM",1973,4.89058,9.085399,3.7103634,9.652044,0.59808254,0.34827915
"Dominican Republic","DOM",1974,4.6776156,7.4247603,8.001523,11.328236,0.59169286,0.2738685
"Dominican Republic","DOM",1975,4.4133735,7.516445,4.8024974,4.2900043,0.3517411,0.13478042
"Dominican Republic","DOM",1976,4.3181376,6.2512665,8.51525,15.305029,0.46502542,0.26558802
"Dominican Republic","DOM",1977,4.0730224,6.120395,7.985646,13.623581,0.80728215,0.13094772
"Dominican Republic","DOM",1978,4.4355364,6.6220183,8.444214,11.159262,0.80150497,0.19380058
"Dominican Republic","DOM",1979,4.153905,5.800875,7.459555,12.458731,0.45462397,0.31905255
"Dominican Republic","DOM",1980,3.3117616,5.3579435,6.0941753,7.8520327,0.22532114,0.18920355
"Dominican Republic","DOM",1981,4.1355643,6.680269,5.472687,8.740495,0.22330177,0.24935837
"Dominican Republic","DOM",1982,4.3398576,6.269318,6.9962983,25.29592,0.6641069,0.30823138
"Dominican Republic","DOM",1983,4.914583,7.4900155,6.7673845,29.468102,0.5477501,0.18284532
"Dominican Republic","DOM",1984,4.259833,6.7262673,7.135099,11.997292,0.4331944,0.24096298
"Dominican Republic","DOM",1985,4.8753963,7.584369,6.894227,23.590073,0.32141355,0.17866151
"Dominican Republic","DOM",1986,5.587292,8.889316,7.2130723,7.40942,0.74190503,0.17672393
"Dominican Republic","DOM",1987,6.5472713,10.09773,7.675666,7.1966033,0.52376753,0.4080562
"Dominican Republic","DOM",1988,6.414447,10.162729,6.8955293,8.495389,0.72436845,0.57669926
"Dominican Republic","DOM",1989,7.0999346,11.303048,7.5094495,11.877895,0.51027435,0.34209475
"Dominican Republic","DOM",1990,7.2365193,11.273366,8.909638,9.955414,0.5022112,0.3945747
"Dominican Republic","DOM",1991,6.597266,10.267471,7.721813,9.514359,0.29660916,0.2229658
"Dominican Republic","DOM",1992,4.9993253,8.14419,5.6824117,5.838204,0.1949886,0.33066598
"Dominican Republic","DOM",1994,4.7338157,7.6473436,5.2487774,4.0606074,0.38308525,0.21512732
"Dominican Republic","DOM",1995,4.5843253,7.1139884,6.0757117,5.36907,0.19108401,0.37219313
"Dominican Republic","DOM",1996,4.9046807,7.8385963,5.6098065,4.5062413,0.38247538,0.2102478
"Dominican Republic","DOM",1997,6.508311,10.151499,6.615559,7.9836946,0.480116,0.7797032
"Dominican Republic","DOM",1998,7.6760697,11.890811,8.94251,6.1965823,0.096817605,0.82342225
"Dominican Republic","DOM",1999,7.450625,12.058665,7.2808766,5.4411745,0.39088458,0.25507537
"Dominican Republic","DOM",2000,5.7528567,9.174377,4.771493,5.1563363,0.4917596,0.30371505
"Dominican Republic","DOM",2001,4.5457535,7.100569,3.6871967,5.2676334,0.5926295,0.352093
"Dominican Republic","DOM",2002,3.9559474,6.113775,4.4608502,5.054608,0.396071,0.050025415
"Dominican Republic","DOM",2003,3.7430215,5.7116976,3.6754968,0.69926405,0.39598235,0.19934952
"Dominican Republic","DOM",2004,5.52099,8.17296,5.7551365,6.7546115,0.29704824,0.44784966
"Dominican Republic","DOM",2005,7.6677766,11.894004,6.8770156,7.1688323,0.19872063,0.7954409
"Dominican Republic","DOM",2006,6.1864095,9.27121,7.321895,3.7694361,0.19992523,0.59645647
"Dominican Republic","DOM",2007,5.4578414,8.250916,5.4609976,4.540666,0.5028633,0.34826338
"Dominican Republic","DOM",2008,6.409697,9.665196,6.43995,4.674508,0.70563376,0.59818155
"Dominican Republic","DOM",2009,7.9071765,11.624942,9.421757,3.6787593,0.40186667,0.34994245
"Dominican Republic","DOM",2010,9.344808,13.978821,9.132672,6.052736,3.9876978,0.5016313
"Dominican Republic","DOM",2011,9.409138,14.429253,9.488856,5.3619876,0.19723283,0.5540769
"Dominican Republic","DOM",2012,12.583348,18.992958,12.038226,8.3712435,0.77993464,0.7584668
"Dominican Republic","DOM",2013,20.305283,31.835817,17.261242,10.2167225,1.7407299,1.5183846
"Dominican Republic","DOM",2014,19.525833,30.33082,15.732101,10.723005,1.7350451,0.7579172
"Dominican Republic","DOM",2015,19.432434,30.99306,14.799913,8.267598,1.1567614,0.85702634
"Dominican Republic","DOM",2016,17.836794,27.157923,14.207456,13.489783,2.220971,1.3576449
"Dominican Republic","DOM",2017,17.043707,26.802818,10.98819,10.339741,3.6778939,1.1530533
"Dominican Republic","DOM",2018,13.956522,22.083271,11.398179,7.114969,0.3879717,0.7995882
"Ecuador","ECU",1966,6.479635,13.069617,5.05513,1.4434077,0.41236007,0.06731138
"Ecuador","ECU",1967,7.555213,14.58619,5.9237404,7.139084,0.20093556,0.5876093
"Ecuador","ECU",1968,5.6113095,9.912565,7.8912954,5.648481,0.48999575,0.31664267
"Ecuador","ECU",1969,7.077254,12.085773,11.450312,8.373923,0.86122257,0.675767
"Ecuador","ECU",1970,7.983638,14.654655,9.431156,6.202448,0.74869776,0.5960467
"Ecuador","ECU",1971,7.188022,12.39905,11.031793,9.519859,0.91662055,0.46293083
"Ecuador","ECU",1972,6.786173,11.714455,8.893012,12.734243,0.898714,0.39352947
